Estonian word,Slovak word
ahenemine,zovretie
aher,slabošský
ahhaat,achát
ahi,rúra
ahing,gig
ahistama,obťažovať
ahjuplaat,doska rúry
ahjutäis,várka
ahm,Rosomák
ahmima,pohltiť
ahne,chamtivý
ahnelt,chamtivo
ahnitsevalt,ahnitsevalt
ahnus,nenásytnosť
ahoi,ahoj
ahter,lodné zadok
ahtri taga,za kormou
ahtripeegel,priečka
ahtriplagu,zadný plagiátor
ahtris,na zadku
ahtritekk,zadná paluba
ahv,opice
ahvatleja,zvodný
ahvatlejanna,tempters
ahvatlema,lákať
ahvatlev,zvodný
ahvatlev kuid hukutav,"lákavé, ale deštruktívne"
ahvatlevalt,lákavo
ahvatlus,pokušenie
ahven,ostriež
ahvima,opice
aia-,záhradníctvo
aiakühvel,záhradná lopata
aiandus,záhradníctvo
aiandus-,záhradnícky
aianduslikult,záhradníctvo
aiapidu,záhradné párty
aiapostid,ploty
aim,hádanie
aimatav,predvídateľný
aimav,aimav
aimdus,predtucha
aimefilm,cieľový film
aina,niekedy
aina enam,viac a viac
aina rääkima,vždy hovor
aine,substancie
aine-,predmet
aineline,materiál
ainepunkt,kreditný bod
ainepuudushaigus,choroba z nedostatku
ainevahetus,metabolizmus
ainevahetus-,metabolizmus
ainik-,ainik-
ainitine,sústredený
ainsus,pozoruhodný
ainu-,výhradný
ainulaadne,jedinečný
ainulaadselt,jedinečne
ainulaadsus,jedinečnosť
ainult,iba
ainumüügiõigus,výlučné právo na predaj
ainuomaselt,jedinečne
ainus,jediný
ainus omalaadne,jediný svojho druhu
ainuvalduses hoidma,výlučné vlastníctvo
ainuvalitsus,jediná vláda
ais,Thill
aistiline,aistiline
aistimis-,aistimis-
aisting,senzácia
ait,skladisko
aitama,pomôcť
aitäh,ďakujem
aja hävitustöö,zničenie času
aja jooksul,v priebehu času
aja raiskamine,strata času
aja tasemel,časová úroveň
aja tasemele viima,čas na vyššiu úroveň
ajaarvamine,riadenie času
ajahambast puutumata,A Touch neporušený
ajahammas,zub
ajajärk,éra
ajakava,plán
ajakava järgi,podľa plánu
ajakiri,časopis
ajakirjandus,tlač
ajakirjanduslik,žurnalistický
ajakirjanik,novinár
ajal,počas
ajale jalgu jääma,zostať načas
ajalehekiosk,novinový stánok
ajalehepaber,novinový papier
ajaleheväljalõigete album,novinový zápisník
ajaleht,noviny
ajaline,temporálnej
ajaline eelnevus,čas
ajaline järjestus,chronologický poriadok
ajalist eelnevust tuvastama,určiť časový predstih
ajaloolane,historik
ajalooline,historický
ajalooline rõivastus,historické oblečenie
ajalooliselt,historicky
ajalugu,histórie
ajam,pohon
ajama,vystrel
ajamata habemega,bez holenia
ajamäärus,časový poriadok
ajanäitaja,hodinky
ajastu,éra
ajastus,načasovanie
ajateenija,odvedenec
ajatu,nadčasový
ajavahemik,interval
ajaviide,zábava
ajavöönd,časové pásmo
ajend,stimul
ajendama,prompt
ajendatud,motivovaný
aju,mozog
aju-,mozog
ajujää,mozgový ľad
ajukoore,kortikálnej
ajukäär,strih mozgu
ajuloputus,vymyť mozog
ajupuud,mozgové stromy
ajupõrutus,otras mozgu
ajurabandus,mŕtvice
ajutaoline,ajutaoline
ajutine,dočasný
ajutine elukoht,prechodný pobyt
ajutine liitlane,dočasný spojenec
ajutine tegutsemiskeeld,dočasný zákaz prevádzky
ajutine vabastus,dočasné oslobodenie
ajutine viibimine,dočasný pobyt
ajutised eluruumid,dočasné byty
ajutiselt,dočasne
ajuvaba,pokrytec
ajuvatsake,komôr
akaatsia,agát
akadeemia,akadémie
akadeemik,akademik
akadeemiline,akademický
akadeemiline maailm,akademický svet
akadeemiliselt,akademicky
akantus,akantus
aken,okno
aklimatiseeruma,aklimatizovať
aklimatiseerumine,zdomácneniu
aklimatsioon,zdomácneniu
aknakaabits,škrabka na okno
aknake,malé okienko
aknaklaas,okenné sklo
aknalaud,parapet
aknaluuk,uzávierka
aknaorv,"arkiere,"
aknasimss,pečeňový syndróm
aknast välja viskamine,vyhodenie z okna
akne,akné
akolüüt,akolüüt
akord,akord
akordion,akordeón
akordionist,harmonikár
akrediteerima,poveriť
akrediteerimine,akreditácia
akrediteeritud,akreditovaný
akrobaat,akrobat
akrobaatika,akrobacie
akrobaatiline,akrobatický
akrofoobia,strach z veľkých výšok
akromaatiline,achromatický
akromatism,akromatism
akronüüm,akronym
akropol,Acropolis
akrülaat,akrylát
akrüül-,akryl
aksiaalne,axiálne
aksiomaatiline,samozrejmý
aksioom,axióma
akson,axon
aksoni,axon
akt,akt
aktiinium,actinium
aktiiv,aktívny
aktiivne,aktívny
aktiivne kõneviis,aktívny hlas
aktiivselt,aktívne
aktiivsus,aktivita
aktikaaned,kryty súborov
aktinoliit,aktinolit
aktiva,aktíva
aktivaator,aktivátor
aktivad,právne majetok
aktiveerima,aktivovať
aktiveerimine,aktivácia
aktiveeritud,aktivovaný
aktivism,aktivizmus
aktivist,aktivista
aktseleraator,urýchľovač
aktseleratsioon,akcelerácia
aktseleromeeter,aktseleromeeter
aktsent,prízvuk
aktsept,prijatie
aktsepteerima,akceptovať
aktsepteeritavus,prijateľnosť
aktsia,sklad
aktsiad,akcie
aktsiahindu tõstma,zvýšenie cien akcií
aktsiaselts,akciová spoločnosť
aktsiaseltsiks ühinenud,akciová spoločnosť
aktsiatega finantseerimine,kapitálové financovanie
aktsionär,akcionár
aktsionäride huvi,podiel akcionárov
aktuaalne,aktuálne
aktualiseerima,aktualizovať
aku,batérie
akumulaator,akumulátor
akumulatsioon,akumulácia
akumuleeruma,nahromadiť
akupunktuur,akupunktúra
akusatiiv,akuzatív
akustika,akustika
akustiline,akustický
akuudimärk,akútne znamenie
akuut,akútna
akuutne,akútna
akušöör,pôrodník
akvaarium,akvárium
akvalang,akvalung
akvalangist,potápač
akvamariin,akvamarín
akvarell,akvarel
akvedukt,akvadukt
ala,rozloha
alaarenenud,oneskorený
alabaster,alabaster
alaealine,maloletý
alaealise sooritatud õigusrikkumine,trestný čin spáchaný maloletým
alaealisus,neplnoletosti
alahindama,podceniť
alahindamine,podcenenie
alaindeks,index
alajaam,rozvodňa
alajahtumine,hypotermia
alajaotis,pododdelenia
alajaotus,časť
alakeha,spodná časť tela
alal hoidma,udržať
alaldi,usmerňovač
alalhoidlikult,vtrhnutí
alalhoidmine,konzervácia
alaline,stály
alaliselt,natrvalo
alaltütlev,alaltütlev
alalõpmata,neustále
alalõua-,dolná čeľusť
alalõug,dolná čeľusť
alam,dolná
alam-,sub-
alamast klassist,nižšia trieda
alamast seisusest,zo spodnej polohy
alamastme-,alamastme-
alamgrupp,podskupina
alamhulk,podmnožina
alamhõimkond,alamhõimkond
alamkataloog,podadresár
alamkoja lihtliige,riadny člen dolnej komory
alamliik,poddruh
alampiir,dolný limit
alamprogramm,podprogram
alamselts,nižšia spoločnosť
alamõõduline,príliš malý
alandama,dolná
alandamine,znižujúce
alandav,ponižujúce
alandlik,pokorný
alandlikkus,pokora
alandlikuks muutma,ponížiť
alandlikult,pokorne
alanduma,ponížiť
alandus,poníženie
alanema,pokles
alanev,klesajúci
alapealkiri,podtitul
alapealkiri teksti sees,titulky vo vnútri textu
alarm,poplach
alarmeerima,upozorniť
alasi,ty dole
alaska,Aljaška
alaskalane,dolná ryba
alasti,nahý
alasti nahk,nahá pokožka
alastiolek,nahota
alastus,nahota
alateadlik,v bezvedomí
alateadvus,podvedomie
alateadvuslik,podvedomý
alates,od tej doby
alati,vždy
alatiseks,navždy
alatoidetud,podvyživený
alatoitlus,podvýživa
alatu,skorbut
alatus,podlosť
alatähtsustatud,zmiernený
alavalgustama,preexponovaný
alavääristama,neschvaľovať
alavääristamine,ponižujúce
alaväärsus,podriadenosť
alaväärsuskompleks,komplex menejcennosti
alba,albumov
albaania keel,albánsky
albaanlane,albánsky
albatross,albatros
albeedo,albedo
albiino,albín
albiit,albit
albinism,albinizmus
album,album
albumiin,bielkovina
aldehüüd,aldehyd
aleksandriit,alexandrit
alet tegema,urob to
aleuriit,kal
aleuroliit,aleuroliit
alevik,malé mesto
alfa,alfa
alfabeetiline,abecedný
alg-,primárny
algaja,začiatočník
algama,začať
algame sellest et,začnime s tým
algarv,prvočíslo
algastmel,počiatočné
algataja,iniciátor
algataja vastu pöörduma,proti iniciátorovi
algatama,začať
algatamine,začatia
algatus,iniciatíva
alge,zárodok
algebra,algebra
algebra-,algebraický
algebraline,algebraický
algeline,rudimentárne
algeliselt,základy
alghariduse,základné vzdelanie
algkuju,pôvodný tvar
alglaadima,bootovanie
algmall,pôvodná šablóna
algne,originál
algnäidustama,počiatočná indikácia
algofoobia,algophobia
algoritm,algoritmus
algoritmiline,algoritmické
algrivistus,počiatočná zostava
algseadistama,resetovať
algselt,pôvodne
algstaadiumis,v počiatočných fázach
algstaadiumis olev,v počiatočných fázach
algsündmus,originálna udalosť
algul,najprv
algupära,originalita
algupärane,originál
algupäraselt,pôvodne
algus,začiatok
algus-,začínajúcich
alguses,na začiatku
alguspunkt,východiskový bod
algust saama,začať
algust tegema,začať
algväärtustama,inicializovať
algvõrre,pôvodná mriežka
algõpetus,základné vzdelanie
alias,prezývka
alibi,alibi
alidaad,alhidáda
alistamine,Prepis
alistuma,vzdať sa
alistumatu,pokoriť
alistus,podrobenie
alistuv,poslušný
alistuvus,podriadenosť
alk,alk
alkaan,Začnime
alkalitroofsus,alkalitroofsus
alkaloid,alkaloid
alkeemia,alchýmia
alkeemia-,alkeemia-
alkeemik,alchymista
alkohol,nálada
alkoholilisand,alkoholová prísada
alkoholimürgitus,intoxikácia alkoholom
alkoholism,alkoholizmus
alkohoolik,alkoholik
alkohoolne,alkoholik
alkoov,výklenok
all,pod
all esinema,v rámci tohto
all-,sub-
alla,nadol
alla ajama,stekať
alla andma,vzdať sa
alla heitma,vzdať sa
alla joonima,podčiarknutie
alla jääma,zostať pod
alla kirjutama,znamenie
alla kugistama,pohltiť sa
alla käima,choď dole
alla laadima,download
alla lööma,sběhnout
alla neelama,prehltnúť
alla paiskama,vrhnúť dole
alla ronima,Vyliezť dole
alla saama,dostať sa dole
alla suruma,potlačiť
alla tulistama,zostreliť
alla tõmbama,strhnúť
alla vanduma,prisahať
allaandja,klesač
allahelikiirus-,allahelikiirus-
allahelikiirusega,podzvukové
allahindlus,zľava
allakaar,pod oblúkom
allakirjutaja,signatár
allakirjutanud,podpísaný
allakäik,schádzaní
allakäinud,dole na päte
allamäge,zjazd
allaneelamine,požití
allapanu,smeti
allapoole,nižšie
allasurumatu,allasurumatu
allasurumine,potlačenie
allatuult,vetra
allegooria,alegória
allegooriline,alegorický
allergeen,alergén
allergia,alergie
allergia ravim,alergická medicína
allergiline,alergický
alleroloogia,alleroloogia
alles,iba
alles hoidma,udržať
alles olev,zostávajúce
allharu,vetva
allhoovus,allhoovus
allianss,spojenectvo
alligaator,aligátor
allikas,zdroj
alljoon,podčiarknuť
allkiri,podpis
allkirjastatud,podpísaný
allkomitee,podvýbor
allkorruse elanik,na prízemí rezident
allmaailm,podsvetia
allmaailma-,allmaailma-
allohtoonne,allohtoonne
allpool,nižšie
allsüsteem,subsystém
alltuule-,závetrie
alltuulekülg,závetrie
alltöövõtja,subdodávateľ
alluma,predložiť
allumatu,neriešiteľný
allumatus,nepodriadenosť
allumine,podrobenie
allusioon,narážka
allutama,podriadený
allutamine,podrobenie
allutatav,podrobenie
alluv,podriadený
alluvusala,alluvusala
allvee-,podvodné
allveelaev,podmorský
allääris,v spodnej časti
allüksus,oddelenie
allüül,alyl
allüür,podnájom
allüürima,podnájom
almanahh,kalendár
almandiin,almandiin
almus,almužna
almustest elamine,žijúcich z almužny
almustest elav,živý živý
alpinism,horolezectvo
alpinist,horolezec
alraun,mandragora
alt,zospodu
alt laieneva säärega püksid,nohavice so spodnou nohou
alt vedama,zdola
altar,oltár
altariesine,oltárny kus
altariruum,oltárna miestnosť
alternatiiv,alternatívne
alternatiiv-,alternatívne
alternatiivne,alternatívne
altimeeter,výškomer
altkulmupilk,pod obočím
altkäe-,nečestný
altkäemaks,odmena
altruism,altruizmus
altvedamine,altvedamine
altvedamisoskus,schopnosť zdôrazniť
alumiinium,hliník
alumiiniumoksiid,oxid hlinitý
alumine,dolná
alumine kaar,dolný oblúk
alumine pool,spodná strana
alumise korruse,dolná paluba
alune,podzemí
aluniit,Aluniit
alus,nadácie
alus-,basic
alused,báza
aluseks olev,podkladových
aluseks võtma,ako základ
aluseline,basic
alusetu,nedôvodné
alusetult süüdistama,bezdôvodne obviňovať
alusharidus,predškolské vzdelávanie
alusjoon,základné línie
aluskava koostamine,vypracovanie základného plánu
aluskiht,základný plášť
aluskivim,jadro
aluslause,základná veta
aluspesu,spodná bielizeň
alusplaat,základná doska
aluspõhi,základňa
aluspõhimõtted,základné princípy
aluspüksid,nohavičky
alust andma,poskytnúť základ
alustaimestik,podrast
alustama,začať
alustass,podšálka
alustav,startup
alustus,štartér
alustõed,základy
alveolaar,alveolárna
alžeeria,Alžírsko
alžeerlane,alžírsky
amalgaam,amalgám
amalgaamimine,zlúčenie
amarant,Amaranth
amasoniit,amazonit
amatörism,amatörism
amatöör,amatér
amatöörlik,amatérsky
amb,kušu
ambitsioon,ctižiadosť
ambitsioonikus,ctižiadosť
ambivalentne,ambivalentný
ambivalentsus,nejasnosť
amblügoniit,amblügoniit
ambra,ambra
ambrasuur,ambrasuur
ambulatoorne,ambulantný
ambulatoorne haige,ambulantný
ameeriklane,americký
amelema,pohrávať sa
amelemine,zúženie
ameriitsium,americium
amet,kancelária
ametiaeg,funkčné obdobie
ametialaseks kasutamiseks,na profesionálne použitie
ametihüve,zamestnanecký príspevok
ametiisik,úradné
ametikepp,kancelárska palica
ametikoha kuritarvitaja,príspevok násilník
ametikoha täitja,držiteľ príspevku
ametikohale määramine,vymenovanie
ametikoht,kancelária
ametikõrgendus,povýšenie
ametilähetus,služobná cesta
ametimärk,ochranná známka
ametioskus,odborné zručnosti
ametiredelil edenemine,kariérny postup
ametirüü,ametirüü
ametiseisundi kuritarvitamine,zneužitie úradu
ametisolev,v kancelárii
ametisse astuv,prevzatie úradu
ametisse asuma,nastúpiť do úradu
ametisse määramine,kandidatúra
ametisse nimetama,menovať
ametisse pühitsema,začať
ametisseastumine,nástup do úradu
ametisseasumine,nástup do úradu
ametist tagandama,odstúpiť
ametit üle võtma,prevziať povolanie
ametitulu,príjem z podnikania
ametivend,švagr
ametivõimu kuritarvitamine,zneužitie moci
ametivõimud,úrady
ametiühing,zväz
ametiühingu liige,člen odborov
ametlik,úradné
ametlik heakskiit,úradný súhlas
ametlik keeld,oficiálny zákaz
ametlik kutse,oficiálne pozvanie
ametlik luba,úradné povolenie
ametlik teade,oficiálne oznámenie
ametlik tühistus,oficiálne zrušenie
ametlik vestlus,oficiálny rozhovor
ametlik volitus,úradné povolenie
ametlikult,úradne
ametlikult heaks kiitma,úradne schválené
ametlikult ära muutma,oficiálne ho zmeniť
ametnik,dôstojník
ametnikkond,byrokracia
ametüst,ametyst
ametüstpunane,ametystová červená
amfetamiin,amfetamín
amfiboliit,amfibolit
amfibool,amphibole
amfiboolia,amphibole
amfiib,obojživelník
amfiib-,obojživelný
amfiiblennuk,obojživelné lietadlo
amfiteater,amfiteáter
amfora,amfora
amfoteerne,amfotérne
amiid,amid
aminohape,aminokyselina
amm,Amah
ammeks olema,byť kúpeľňou
ammendama,výfuk
ammendamatu,nevyčerpateľný
ammendamatu allikas,nevyčerpateľný zdroj
ammendamine,vyprázdnenie
ammendatud,vyčerpané
ammendav,vyčerpávajúci
ammendavalt,vyčerpávajúcom
ammendumine,vyčerpania
ammendunud,vyčerpané
ammoniaagi-,amoniak
ammoniaak,amoniak
ammoonium,amónneho
ammu,dávno
ammuli sui,amul sui
ammuli sui vahtima,amul sui zízať
ammuma,revať
ammumöödunud,dávno preč
ammune,dávno
ammunool,dlhý šíp
ammused ajad,dávno
ammutama,extrahovať
ammutamine,ťažba
ammuu,"moo """
amneesia,amnézia
amnestia,amnestia
amoraalne,nemorálne
amoraalselt,nemorálne
amorett,amoret
amorfne,amorfný
amort,Amort
amortisaator,tlmič nárazov
amortisatsioon,amortizácia
amortisatsiooniarvestis,výpočet odpisov
amortisatsioonikulud,odpisy
amortiseerima,amortizovať
amper,ampér
ampermeeter,ampérmeter
ampersekund,ampersekund
ampertund,ampertund
amplituud,amplitúda
amps,AMPS
ampull,ampulky
amputeerima,amputovať
amulett,amulet
amülaas,amylázy
amüsantne,amüsantne
anaalne,análny
anaeroob,anaeróbne
anaeroobne,anaeróbne
anafrodiisia,anafrodiisia
anaglüüf,anaglyph
anaglüüfiline,anaglüüfiline
anagramm,anagram
anakronism,prežitok
analgeetikum,analgetikum
analgeetiline,analgetikum
analoog,analóg
analoog-,analógový
analoogia,obdobne
analoogiline,podobné
analoogiliselt,analogicky
analoogne,analogický
analoogselt,analogicky ako
analtsiin,analtsiin
analüsaator,analyzátor
analüüs,analýza
analüüsi abil,analýza
analüüsima,analyzovať
analüüsivahend,analytický nástroj
analüütik,analytik
analüütiline,analytické
analüütiliselt,analyticky
anamorfoos,anamorfoos
ananass,ananás
anarhia,anarchia
anarhiline,anarchicky
anarhiliselt,anarhiliselt
anarhism,anarchizmus
anarhist,anarchista
anarhistlik,anarchista
anastaja,uzurpátor
anastamine,uchvátenie
anastigmaat,anastigmaat
anataas,anataas
anateem,anatéma
anatoom,anatóm
anatoomia,anatómia
anatoomiline,anatomický
anatoomiliselt,anatomicky
and,darček
andalusiit,andaluzit
andami-,andami-
andekas,nadaný
andeks,odpustenie
andeks andma,odpustiť
andeks andmine,odpustenie
andeksandmine,odpustenie
andekspaluv,andekspaluv
andesiin,a tu
andesiit,andezit
andestama,odpustiť
andestamatu,neodpustiteľný
andestamine,odpustenie
andestatav,odpustiteľný
andestav,odpúšťajúci
andestus,odpustenie
andetu,bez nadanie
andja,poskytovateľ
andma,dať
andmebaas,databázy
andmed,informácie
andmetel,podľa údajov
andmine,dávať
andradiit,andradiit
androfoobia,androfoobia
anduma,oddávať sa
andumus,oddanosť
andunud,oddaný
andur,senzor
aneemia,anémia
aneemiline,anemický
anekdoodirääkija,vtip reproduktor
anekdoot,anekdota
anemomeeter,anemometer
anemoon,sasanka
aneroid-,aneroid-
anesteesia,anestézie
anestesioloog,anestéziológ
anestesioloogia,anesteziológia
angaar,hangár
angerjas,úhor
anglesiit,anglesiit
anglikaan,anglikánsky
anglikaani,anglikánsky
anhüdriit,anhydrit
aniliin,anilín
animaator,animator
animatsioon,animácie
animeerima,oživiť
animeeritud,animovaný
anioon,anión
anisotroopne,anizotropné
ankeet,prihlášky
ankeriit,ankerity
ankrupaik,kotvisko
ankrupeli,kotvová hra
ankrusse heitma,cast kotvu
ankruteravik,kotviaci bod
ankruvints,kotvový navijak
ankur,kotva
ankurdama,kotva
ankurdamine,kotvisko
anna tulla,poď
annaalid,anály
anne,talent
annekteerima,k prílohe
annetaja,darcu
annetama,prepožičať
annetamine,dar
annetus,dar
annetuse palumine,vyžiadanie daru
annetusesaaja,príjemca daru
annetustest elav,živé dary
annihilatsioon,zničenie
annihileerima,zničiť
annihileeritud,annihileeritud
annotatsioon,vysvetlivka
annoteerima,anotovať
annuiteet,anuita
annulleerima,zvrátiť
annulleerimine,zrušenie
annus,dávkovať
anomaalia,anomálie
anomaalne,anomálne
anomaalselt,anomalously
anonüüm,anonüüm
anonüüm-,anonymný
anonüümne,anonymný
anonüümselt,anonymne
anonüümsus,anonymita
anood,anóda
anorak,vetrovka
anoreksia,anorexia
anorektik,anorektických
anorgaaniline,anorganické
anortiit,anortiit
anortosiit,anorthosite
ansambel,súbor
antagonism,antagonizmus
antagonistlik,antagonistický
antarktiline,antarktický
antenn,anténa
antennikaabel,anténny kábel
antetsedent,antetsedent
anti-,proti-
antiaine,protihmota
antibakteriaalne,antibakteriálne
antibiootikum,antibiotikum
antibiootiline,antibiotikum
antidepressant,antidepresívum
antidepressiivne,antidepresívum
antidetonaator,zaklopať
antidoot,protijed
antielektron,antielektron
antifriis,nemrznúca zmes
antigeen,antigén
antigoriit,antigoriit
antihistamiin,antihistaminikum
antiikese,antický
antiikesemete kollektsionäär,zberateľ starožitností
antiikne,antický
antiikrahvad,starožitné národy
antiiksus,starovek
antikatalüsaator,antikatalüsaator
antiklinaalne,antiklinaalne
antikoagulant,antikoagulancia
antikvaar,starožitnosti
antikvaarne,starožitný
antiloop,antilopa
antimateeria,protihmota
antimeson,antimeson
antimon,antimón
antimoni-,antimón
antineutriino,antineutríno
antineutron,antineutrón
antinoomia,antinómia
antioksüdant,antioxidant
antipaatia,antipatia
antiparalleelne,antiparallel
antipassaadid,antipassaadid
antipood,protichůdce
antipoodid,protiklad
antiprooton,antiprooton
antipsühhootikum,antipsychotiká
antiseerum,antisérum
antisemiit,antisemita
antiseptikum,antiseptický
antiseptiline,antiseptický
antitees,protiklad
antitoksiin,antitoxín
antitsüklon,anticyklóna
antofülliit,anthofylit
antoloogia,antológie
antonüüm,antonymum
antrakoos,antrakóze
antratsiit,antracit
antropogeenne,antropogénne
antropoloog,antropológ
antropoloogia,antropológia
antropoloogiline,antropologický
antropomorfism,Antropomorfizmus
antropotsentriline,antropocentrického
antud,daný
antus,Antuš
anum,kontajner
anuma,žobrať
anumine,úpenlivo prosba
aort,aorta
apaatia,apatia
apaatne,apatický
aparaat,prístroj
apatiit,apatit
apeks,Apeks
apellatiiv,apellatiiv
apellatsioon,odvolanie
apellatsioonikohus,Odvolací súd
apelsin,oranžový
apertuur,otvor
aplalt,ruky nadol
aplaus,potlesk
apliit,aplitu
aplikaator,aplikátor
aplikatsioon,prihláška
aplitseerima,umožňuje aplikácia
aplodeerima,tlieskanie
aplus,žravosť
apofüüs,výrastkov
apogee,Apogee
apokalüpsis,apokalypsa
apokalüptiline,apokalyptický
apokrüüfiline,apokryfné
apologeetiline,ospravedlnenie
apopleksia,mŕtvice
apositsioon,apositsioon
apostaat,apostaat
apostel,apoštolom
apostellik,apoštolský
apostli kiri,list apoštola
apostroof,apostrof
appi kutsuma,zavolať o pomoc
appi paluma,požiadať o pomoc
appi ruttama,poponáhľajte sa
appi võtma,pomôcť
appihüüd,volať o pomoc
appikutsumine,volanie o pomoc
apreteerima,dokončiť
aprikoos,marhuľa
aprill,apríl
aprioorne,a priori
apsakas,poviedka
apsiid,apsiid
apteegitill,fenikel
apteek,lekáreň
apteeker,lekárnik
araabia,arabčina
araabia keel,arabský
araabia kiri,Arabský skript
araablane,v arabčine
arabesk,arabeska
aragoniit,aragonit
arahhis,v arachis
araks lööma,stal strach
araks lööv,odrádzala pálkarovi
araks tegema,"strach, aby sa"
aramea,aramejčina
aramea keel,aramejčina
